target,scenario,model,f1_macro,n_features,n_train,n_test
nivel_riesgo_victima,baseline,RF,0.5303564265875308,16,96000,24000
nivel_riesgo_victima,baseline,MCP,0.46918263281754413,16,96000,24000
nivel_riesgo_victima,baseline,RL,0.36257321477211385,16,96000,24000
