obj_error,obj_nfeat
0.041389079330119816,22
0.04247480295656991,21
0.04388583965516102,17
0.047342725632772975,16
0.06541003483730401,15
0.06541003483730401,15
0.06846065583994887,14
0.07187316563455426,13
0.07187316563455426,13
0.0959408414290065,12
0.11972622121693466,11
0.14552565003123952,10
0.1740313711833773,9
0.18033925386532612,8
